TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,CLEAN_ORDER_DATE,MONTH_NAME,DAY_NAME,TIME_BUCKET,PIZZA_CATEGORY,PIZZA_NAME,PIZZA_SIZE
16.00,1.00,1,2015-06-25,Jun,Thu,Evening,Classic,The Classic Deluxe Pizza,M
18.50,1.00,1,2015-06-25,Jun,Thu,Evening,Veggie,The Five Cheese Pizza,L
12.00,1.00,1,2015-06-25,Jun,Thu,Evening,Classic,The Napolitana Pizza,S
41.50,2.00,1,2015-06-26,Jun,Fri,Morning,Chicken,The California Chicken Pizza,L
16.25,1.00,1,2015-06-26,Jun,Fri,Afternoon,Supreme,The Calabrese Pizza,M
16.75,1.00,1,2015-06-26,Jun,Fri,Afternoon,Chicken,The Chicken Alfredo Pizza,M
12.75,1.00,1,2015-06-26,Jun,Fri,Afternoon,Chicken,The Chicken Pesto Pizza,S
16.00,1.00,1,2015-06-26,Jun,Fri,Afternoon,Veggie,The Mediterranean Pizza,M
20.75,1.00,1,2015-06-26,Jun,Fri,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
12.25,1.00,1,2015-06-26,Jun,Fri,Afternoon,Supreme,The Sicilian Pizza,S
12.00,1.00,1,2015-06-26,Jun,Fri,Afternoon,Veggie,The Spinach and Feta Pizza,S
12.50,1.00,1,2015-06-26,Jun,Fri,Afternoon,Veggie,The Spinach Pesto Pizza,S
20.25,1.00,1,2015-06-26,Jun,Fri,Afternoon,Veggie,The Mediterranean Pizza,L
16.00,1.00,1,2015-06-26,Jun,Fri,Afternoon,Veggie,The Green Garden Pizza,M
16.75,1.00,1,2015-06-26,Jun,Fri,Evening,Chicken,The California Chicken Pizza,M
20.75,1.00,1,2015-06-26,Jun,Fri,Evening,Veggie,The Spinach Pesto Pizza,L
14.75,1.00,1,2015-06-26,Jun,Fri,Evening,Veggie,The Four Cheese Pizza,M
17.95,1.00,1,2015-06-26,Jun,Fri,Evening,Veggie,The Four Cheese Pizza,L
12.00,1.00,1,2015-06-26,Jun,Fri,Late Night,Classic,The Italian Capocollo Pizza,S
20.75,1.00,1,2015-06-26,Jun,Fri,Late Night,Supreme,The Soppressata Pizza,L
20.50,1.00,1,2015-06-27,Jun,Sat,Afternoon,Classic,The Napolitana Pizza,L
32.00,2.00,1,2015-06-27,Jun,Sat,Afternoon,Classic,The Classic Deluxe Pizza,M
12.50,1.00,1,2015-06-27,Jun,Sat,Afternoon,Supreme,The Pepper Salami Pizza,S
12.50,1.00,1,2015-06-27,Jun,Sat,Afternoon,Supreme,The Italian Supreme Pizza,S
16.75,1.00,1,2015-06-27,Jun,Sat,Afternoon,Veggie,The Italian Vegetables Pizza,M
20.75,1.00,1,2015-06-27,Jun,Sat,Evening,Chicken,The Barbecue Chicken Pizza,L
11.00,1.00,1,2015-06-27,Jun,Sat,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
12.00,1.00,1,2015-06-27,Jun,Sat,Evening,Classic,The Big Meat Pizza,S
16.75,1.00,1,2015-06-27,Jun,Sat,Evening,Chicken,The California Chicken Pizza,M
16.75,1.00,1,2015-06-27,Jun,Sat,Evening,Chicken,The California Chicken Pizza,M
18.50,1.00,1,2015-06-27,Jun,Sat,Evening,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-06-27,Jun,Sat,Evening,Classic,The Hawaiian Pizza,L
20.75,1.00,1,2015-06-27,Jun,Sat,Evening,Supreme,The Pepper Salami Pizza,L
12.75,1.00,1,2015-06-27,Jun,Sat,Evening,Chicken,The Barbecue Chicken Pizza,S
15.25,1.00,1,2015-06-27,Jun,Sat,Evening,Classic,The Pepperoni Pizza,L
12.50,1.00,1,2015-06-27,Jun,Sat,Evening,Veggie,The Spinach Pesto Pizza,S
20.75,1.00,1,2015-06-27,Jun,Sat,Evening,Supreme,The Pepper Salami Pizza,L
20.25,1.00,1,2015-06-27,Jun,Sat,Evening,Veggie,The Spinach and Feta Pizza,L
12.00,1.00,1,2015-06-27,Jun,Sat,Late Night,Classic,The Classic Deluxe Pizza,S
12.00,1.00,1,2015-06-28,Jun,Sun,Afternoon,Classic,The Big Meat Pizza,S
18.50,1.00,1,2015-06-28,Jun,Sun,Afternoon,Veggie,The Five Cheese Pizza,L
20.50,1.00,1,2015-06-28,Jun,Sun,Afternoon,Classic,The Italian Capocollo Pizza,L
20.75,1.00,1,2015-06-28,Jun,Sun,Afternoon,Chicken,The Thai Chicken Pizza,L
17.95,1.00,1,2015-06-28,Jun,Sun,Afternoon,Veggie,The Four Cheese Pizza,L
13.25,1.00,1,2015-06-28,Jun,Sun,Afternoon,Classic,The Hawaiian Pizza,M
12.50,1.00,1,2015-06-28,Jun,Sun,Afternoon,Supreme,The Spinach Supreme Pizza,S
41.50,2.00,1,2015-06-28,Jun,Sun,Afternoon,Supreme,The Pepper Salami Pizza,L
12.00,1.00,1,2015-06-28,Jun,Sun,Afternoon,Veggie,The Green Garden Pizza,S
10.50,1.00,1,2015-06-28,Jun,Sun,Evening,Classic,The Hawaiian Pizza,S
16.50,1.00,1,2015-06-28,Jun,Sun,Evening,Supreme,The Italian Supreme Pizza,M
10.50,1.00,1,2015-06-28,Jun,Sun,Evening,Classic,The Hawaiian Pizza,S
20.75,1.00,1,2015-06-28,Jun,Sun,Evening,Chicken,The Thai Chicken Pizza,L
12.00,1.00,1,2015-06-28,Jun,Sun,Evening,Classic,The Classic Deluxe Pizza,S
20.75,1.00,1,2015-06-28,Jun,Sun,Evening,Chicken,The California Chicken Pizza,L
16.50,1.00,1,2015-02-06,Feb,Fri,Late Night,Supreme,The Italian Supreme Pizza,M
16.50,1.00,1,2015-08-06,Aug,Thu,Evening,Supreme,The Italian Supreme Pizza,M
16.75,1.00,1,2015-06-13,Jun,Sat,Afternoon,Chicken,The Chicken Alfredo Pizza,M
9.75,1.00,1,2015-06-15,Jun,Mon,Late Night,Classic,The Pepperoni Pizza,S
12.00,1.00,1,2015-06-16,Jun,Tue,Afternoon,Veggie,The Mediterranean Pizza,S
20.75,1.00,1,2015-06-16,Jun,Tue,Evening,Chicken,The Barbecue Chicken Pizza,L
13.25,1.00,1,2015-06-17,Jun,Wed,Evening,Classic,The Hawaiian Pizza,M
12.00,1.00,1,2015-06-20,Jun,Sat,Evening,Classic,The Classic Deluxe Pizza,S
12.50,1.00,1,2015-06-21,Jun,Sun,Late Night,Classic,The Pepperoni Pizza,M
20.75,1.00,1,2015-06-23,Jun,Tue,Afternoon,Supreme,The Pepper Salami Pizza,L
17.95,1.00,1,2015-06-25,Jun,Thu,Evening,Veggie,The Four Cheese Pizza,L
16.75,1.00,1,2015-06-26,Jun,Fri,Evening,Chicken,The Barbecue Chicken Pizza,M
12.00,1.00,1,2015-06-26,Jun,Fri,Late Night,Classic,The Classic Deluxe Pizza,S
12.00,1.00,1,2015-06-27,Jun,Sat,Evening,Veggie,The Vegetables + Vegetables Pizza,S
16.75,1.00,1,2015-06-29,Jun,Mon,Morning,Chicken,The California Chicken Pizza,M
16.75,1.00,1,2015-06-29,Jun,Mon,Afternoon,Veggie,The Italian Vegetables Pizza,M
11.00,1.00,1,2015-06-29,Jun,Mon,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
17.95,1.00,1,2015-06-29,Jun,Mon,Afternoon,Veggie,The Four Cheese Pizza,L
16.25,1.00,1,2015-06-29,Jun,Mon,Afternoon,Supreme,The Calabrese Pizza,M
12.75,1.00,1,2015-06-29,Jun,Mon,Evening,Chicken,The California Chicken Pizza,S
16.00,1.00,1,2015-06-29,Jun,Mon,Evening,Classic,The Classic Deluxe Pizza,M
12.75,1.00,1,2015-06-29,Jun,Mon,Evening,Chicken,The Barbecue Chicken Pizza,S
20.75,1.00,1,2015-06-29,Jun,Mon,Evening,Chicken,The Southwest Chicken Pizza,L
16.75,1.00,1,2015-06-29,Jun,Mon,Evening,Chicken,The Thai Chicken Pizza,M
16.50,1.00,1,2015-06-29,Jun,Mon,Evening,Supreme,The Italian Supreme Pizza,M
16.50,1.00,1,2015-06-29,Jun,Mon,Evening,Supreme,The Italian Supreme Pizza,M
9.75,1.00,1,2015-06-30,Jun,Tue,Morning,Classic,The Pepperoni Pizza,S
16.75,1.00,1,2015-06-30,Jun,Tue,Morning,Chicken,The Barbecue Chicken Pizza,M
12.50,1.00,1,2015-06-30,Jun,Tue,Afternoon,Supreme,The Prosciutto and Arugula Pizza,S
20.75,1.00,1,2015-06-30,Jun,Tue,Afternoon,Chicken,The Barbecue Chicken Pizza,L
41.50,2.00,1,2015-06-30,Jun,Tue,Afternoon,Chicken,The California Chicken Pizza,L
16.00,1.00,1,2015-06-30,Jun,Tue,Afternoon,Classic,The Napolitana Pizza,M
20.75,1.00,1,2015-06-30,Jun,Tue,Afternoon,Supreme,The Spicy Italian Pizza,L
20.50,1.00,1,2015-06-30,Jun,Tue,Afternoon,Classic,The Classic Deluxe Pizza,L
12.50,1.00,1,2015-06-30,Jun,Tue,Afternoon,Classic,The Pepperoni Pizza,M
20.50,1.00,1,2015-06-30,Jun,Tue,Afternoon,Classic,The Italian Capocollo Pizza,L
16.00,1.00,1,2015-06-30,Jun,Tue,Afternoon,Veggie,The Green Garden Pizza,M
16.50,1.00,1,2015-06-30,Jun,Tue,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
20.75,1.00,1,2015-06-30,Jun,Tue,Afternoon,Supreme,The Soppressata Pizza,L
20.75,1.00,1,2015-06-30,Jun,Tue,Afternoon,Supreme,The Spicy Italian Pizza,L
11.00,1.00,1,2015-06-30,Jun,Tue,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
12.00,1.00,1,2015-06-30,Jun,Tue,Evening,Classic,The Greek Pizza,S
16.00,1.00,1,2015-06-30,Jun,Tue,Evening,Classic,The Classic Deluxe Pizza,M
16.25,1.00,1,2015-06-30,Jun,Tue,Evening,Supreme,The Calabrese Pizza,M
12.75,1.00,1,2015-06-30,Jun,Tue,Evening,Veggie,The Italian Vegetables Pizza,S
16.50,1.00,1,2015-06-30,Jun,Tue,Late Night,Supreme,The Prosciutto and Arugula Pizza,M
12.50,1.00,1,2015-01-07,Jan,Wed,Morning,Veggie,The Spinach Pesto Pizza,S
16.00,1.00,1,2015-01-07,Jan,Wed,Afternoon,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-01-07,Jan,Wed,Afternoon,Supreme,The Italian Supreme Pizza,L
18.50,1.00,1,2015-01-07,Jan,Wed,Afternoon,Veggie,The Five Cheese Pizza,L
14.75,1.00,1,2015-01-07,Jan,Wed,Afternoon,Veggie,The Four Cheese Pizza,M
16.50,1.00,1,2015-01-07,Jan,Wed,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
16.00,1.00,1,2015-01-07,Jan,Wed,Afternoon,Classic,The Greek Pizza,M
20.75,1.00,1,2015-01-07,Jan,Wed,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
16.00,1.00,1,2015-01-07,Jan,Wed,Evening,Classic,The Italian Capocollo Pizza,M
20.50,1.00,1,2015-01-07,Jan,Wed,Evening,Classic,The Classic Deluxe Pizza,L
16.00,1.00,1,2015-01-07,Jan,Wed,Evening,Veggie,The Vegetables + Vegetables Pizza,M
12.50,1.00,1,2015-01-07,Jan,Wed,Evening,Veggie,The Spinach Pesto Pizza,S
18.50,1.00,1,2015-01-07,Jan,Wed,Evening,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-01-07,Jan,Wed,Evening,Classic,The Hawaiian Pizza,L
16.50,1.00,1,2015-01-07,Jan,Wed,Evening,Supreme,The Italian Supreme Pizza,M
12.50,1.00,1,2015-01-07,Jan,Wed,Evening,Classic,The Pepperoni Pizza,M
12.50,1.00,1,2015-01-07,Jan,Wed,Late Night,Supreme,The Pepper Salami Pizza,S
16.50,1.00,1,2015-02-07,Feb,Sat,Morning,Supreme,The Soppressata Pizza,M
17.95,1.00,1,2015-02-07,Feb,Sat,Morning,Veggie,The Four Cheese Pizza,L
20.75,1.00,1,2015-02-07,Feb,Sat,Morning,Supreme,The Italian Supreme Pizza,L
12.00,1.00,1,2015-02-07,Feb,Sat,Afternoon,Classic,The Big Meat Pizza,S
12.25,1.00,1,2015-02-07,Feb,Sat,Afternoon,Supreme,The Sicilian Pizza,S
12.75,1.00,1,2015-02-07,Feb,Sat,Afternoon,Chicken,The California Chicken Pizza,S
20.75,1.00,1,2015-02-07,Feb,Sat,Afternoon,Chicken,The California Chicken Pizza,L
16.75,1.00,1,2015-02-07,Feb,Sat,Evening,Chicken,The California Chicken Pizza,M
16.75,1.00,1,2015-02-07,Feb,Sat,Evening,Chicken,The Chicken Alfredo Pizza,M
16.25,1.00,1,2015-02-07,Feb,Sat,Evening,Supreme,The Calabrese Pizza,M
12.00,1.00,1,2015-02-07,Feb,Sat,Evening,Classic,The Big Meat Pizza,S
16.00,1.00,1,2015-02-07,Feb,Sat,Evening,Classic,The Greek Pizza,M
12.00,1.00,1,2015-02-07,Feb,Sat,Evening,Classic,The Greek Pizza,S
16.00,1.00,1,2015-02-07,Feb,Sat,Evening,Veggie,The Green Garden Pizza,M
41.50,2.00,1,2015-02-07,Feb,Sat,Evening,Supreme,The Prosciutto and Arugula Pizza,L
12.25,1.00,1,2015-03-07,Mar,Sat,Morning,Supreme,The Sicilian Pizza,S
23.65,1.00,1,2015-03-07,Mar,Sat,Morning,Supreme,The Brie Carre Pizza,S
16.75,1.00,1,2015-03-07,Mar,Sat,Morning,Veggie,The Italian Vegetables Pizza,M
12.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Classic,The Big Meat Pizza,S
12.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Vegetables + Vegetables Pizza,S
16.75,1.00,1,2015-03-07,Mar,Sat,Afternoon,Chicken,The Barbecue Chicken Pizza,M
18.50,1.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Five Cheese Pizza,L
12.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Mediterranean Pizza,S
12.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Classic,The Classic Deluxe Pizza,S
41.50,2.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Spinach Pesto Pizza,L
16.50,1.00,1,2015-03-07,Mar,Sat,Afternoon,Supreme,The Italian Supreme Pizza,M
16.75,1.00,1,2015-03-07,Mar,Sat,Afternoon,Chicken,The Chicken Alfredo Pizza,M
12.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Classic,The Classic Deluxe Pizza,S
20.50,1.00,1,2015-03-07,Mar,Sat,Afternoon,Classic,The Italian Capocollo Pizza,L
20.25,1.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Mexicana Pizza,L
16.00,1.00,1,2015-03-07,Mar,Sat,Afternoon,Classic,The Classic Deluxe Pizza,M
17.95,1.00,1,2015-03-07,Mar,Sat,Afternoon,Veggie,The Four Cheese Pizza,L
16.75,1.00,1,2015-03-07,Mar,Sat,Evening,Chicken,The Southwest Chicken Pizza,M
12.75,1.00,1,2015-03-07,Mar,Sat,Evening,Chicken,The Southwest Chicken Pizza,S
20.25,1.00,1,2015-03-07,Mar,Sat,Evening,Veggie,The Mediterranean Pizza,L
12.00,1.00,1,2015-03-07,Mar,Sat,Evening,Classic,The Classic Deluxe Pizza,S
12.00,1.00,1,2015-03-07,Mar,Sat,Evening,Classic,The Big Meat Pizza,S
16.50,1.00,1,2015-03-07,Mar,Sat,Evening,Supreme,The Italian Supreme Pizza,M
16.25,1.00,1,2015-03-07,Mar,Sat,Evening,Supreme,The Sicilian Pizza,M
16.00,1.00,1,2015-03-07,Mar,Sat,Evening,Veggie,The Mexicana Pizza,M
16.50,1.00,1,2015-03-07,Mar,Sat,Evening,Veggie,The Spinach Pesto Pizza,M
16.00,1.00,1,2015-03-07,Mar,Sat,Evening,Veggie,The Mediterranean Pizza,M
12.50,1.00,1,2015-03-07,Mar,Sat,Evening,Classic,The Pepperoni Pizza,M
12.00,1.00,1,2015-03-07,Mar,Sat,Evening,Classic,The Big Meat Pizza,S
16.75,1.00,1,2015-03-07,Mar,Sat,Late Night,Chicken,The California Chicken Pizza,M
17.95,1.00,1,2015-03-07,Mar,Sat,Late Night,Veggie,The Four Cheese Pizza,L
16.75,1.00,1,2015-03-07,Mar,Sat,Late Night,Chicken,The California Chicken Pizza,M
20.75,1.00,1,2015-03-07,Mar,Sat,Late Night,Supreme,The Spicy Italian Pizza,L
20.25,1.00,1,2015-03-07,Mar,Sat,Late Night,Veggie,The Mediterranean Pizza,L
20.75,1.00,1,2015-04-07,Apr,Tue,Afternoon,Chicken,The Southwest Chicken Pizza,L
12.00,1.00,1,2015-04-07,Apr,Tue,Afternoon,Classic,The Big Meat Pizza,S
20.75,1.00,1,2015-04-07,Apr,Tue,Afternoon,Chicken,The Thai Chicken Pizza,L
16.75,1.00,1,2015-04-07,Apr,Tue,Afternoon,Veggie,The Italian Vegetables Pizza,M
18.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Veggie,The Five Cheese Pizza,L
18.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-04-07,Apr,Tue,Afternoon,Veggie,The Mexicana Pizza,M
12.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Supreme,The Spicy Italian Pizza,S
18.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Supreme,The Spicy Italian Pizza,M
20.75,1.00,1,2015-04-07,Apr,Tue,Afternoon,Supreme,The Pepper Salami Pizza,L
12.50,1.00,1,2015-04-07,Apr,Tue,Afternoon,Supreme,The Soppressata Pizza,S
16.00,1.00,1,2015-04-07,Apr,Tue,Afternoon,Classic,The Napolitana Pizza,M
20.50,1.00,1,2015-04-07,Apr,Tue,Evening,Classic,The Classic Deluxe Pizza,L
12.75,1.00,1,2015-04-07,Apr,Tue,Evening,Chicken,The Barbecue Chicken Pizza,S
15.25,1.00,1,2015-04-07,Apr,Tue,Evening,Classic,The Pepperoni Pizza,L
20.75,1.00,1,2015-04-07,Apr,Tue,Evening,Chicken,The Southwest Chicken Pizza,L
20.50,1.00,1,2015-04-07,Apr,Tue,Evening,Classic,The Italian Capocollo Pizza,L
12.00,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Vegetables + Vegetables Pizza,S
20.75,1.00,1,2015-04-07,Apr,Tue,Evening,Chicken,The Chicken Alfredo Pizza,L
16.50,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Spinach Pesto Pizza,M
20.25,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Mexicana Pizza,L
12.00,1.00,1,2015-04-07,Apr,Tue,Evening,Classic,The Napolitana Pizza,S
20.75,1.00,1,2015-04-07,Apr,Tue,Evening,Chicken,The California Chicken Pizza,L
20.75,1.00,1,2015-04-07,Apr,Tue,Evening,Supreme,The Pepper Salami Pizza,L
12.50,1.00,1,2015-04-07,Apr,Tue,Evening,Supreme,The Spinach Supreme Pizza,S
20.25,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Vegetables + Vegetables Pizza,L
20.50,1.00,1,2015-04-07,Apr,Tue,Evening,Classic,The Greek Pizza,L
16.00,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Green Garden Pizza,M
20.25,1.00,1,2015-04-07,Apr,Tue,Evening,Veggie,The Mexicana Pizza,L
18.50,1.00,1,2015-04-07,Apr,Tue,Late Night,Veggie,The Five Cheese Pizza,L
20.75,1.00,1,2015-04-07,Apr,Tue,Late Night,Chicken,The Southwest Chicken Pizza,L
20.25,1.00,1,2015-04-07,Apr,Tue,Late Night,Veggie,The Mexicana Pizza,L
16.25,1.00,1,2015-05-07,May,Thu,Afternoon,Supreme,The Calabrese Pizza,M
16.00,1.00,1,2015-05-07,May,Thu,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
20.75,1.00,1,2015-05-07,May,Thu,Afternoon,Chicken,The Barbecue Chicken Pizza,L
20.25,1.00,1,2015-05-07,May,Thu,Evening,Supreme,The Sicilian Pizza,L
20.75,1.00,1,2015-05-07,May,Thu,Evening,Chicken,The Chicken Pesto Pizza,L
11.00,1.00,1,2015-05-07,May,Thu,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
11.00,1.00,1,2015-05-07,May,Thu,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
16.50,1.00,1,2015-05-07,May,Thu,Evening,Veggie,The Spinach Pesto Pizza,M
12.50,1.00,1,2015-05-07,May,Thu,Evening,Classic,The Pepperoni Pizza,M
17.95,1.00,1,2015-05-07,May,Thu,Evening,Veggie,The Four Cheese Pizza,L
12.00,1.00,1,2015-05-07,May,Thu,Late Night,Veggie,The Green Garden Pizza,S
20.75,1.00,1,2015-05-07,May,Thu,Late Night,Chicken,The Thai Chicken Pizza,L
20.25,1.00,1,2015-06-07,Jun,Sun,Afternoon,Veggie,The Vegetables + Vegetables Pizza,L
12.00,1.00,1,2015-06-07,Jun,Sun,Afternoon,Classic,The Napolitana Pizza,S
17.95,1.00,1,2015-06-07,Jun,Sun,Afternoon,Veggie,The Four Cheese Pizza,L
10.50,1.00,1,2015-06-07,Jun,Sun,Afternoon,Classic,The Hawaiian Pizza,S
9.75,1.00,1,2015-06-07,Jun,Sun,Afternoon,Classic,The Pepperoni Pizza,S
16.75,1.00,1,2015-06-07,Jun,Sun,Afternoon,Chicken,The Southwest Chicken Pizza,M
16.75,1.00,1,2015-06-07,Jun,Sun,Afternoon,Chicken,The Thai Chicken Pizza,M
16.25,1.00,1,2015-06-07,Jun,Sun,Afternoon,Supreme,The Sicilian Pizza,M
12.75,1.00,1,2015-06-07,Jun,Sun,Afternoon,Chicken,The Thai Chicken Pizza,S
12.75,1.00,1,2015-06-07,Jun,Sun,Evening,Chicken,The Barbecue Chicken Pizza,S
20.50,1.00,1,2015-06-07,Jun,Sun,Evening,Classic,The Classic Deluxe Pizza,L
20.25,1.00,1,2015-06-07,Jun,Sun,Evening,Veggie,The Mexicana Pizza,L
18.50,1.00,1,2015-06-07,Jun,Sun,Evening,Veggie,The Five Cheese Pizza,L
13.25,1.00,1,2015-06-07,Jun,Sun,Evening,Classic,The Hawaiian Pizza,M
20.25,1.00,1,2015-06-07,Jun,Sun,Evening,Veggie,The Mexicana Pizza,L
12.00,1.00,1,2015-06-07,Jun,Sun,Evening,Classic,The Italian Capocollo Pizza,S
16.75,1.00,1,2015-07-07,Jul,Tue,Morning,Chicken,The Chicken Pesto Pizza,M
16.50,1.00,1,2015-07-07,Jul,Tue,Afternoon,Supreme,The Spicy Italian Pizza,M
12.75,1.00,1,2015-07-07,Jul,Tue,Afternoon,Chicken,The California Chicken Pizza,S
12.50,1.00,1,2015-07-07,Jul,Tue,Afternoon,Supreme,The Spicy Italian Pizza,S
12.50,1.00,1,2015-07-07,Jul,Tue,Afternoon,Supreme,The Prosciutto and Arugula Pizza,S
14.75,1.00,1,2015-07-07,Jul,Tue,Afternoon,Veggie,The Four Cheese Pizza,M
24.00,2.00,1,2015-07-07,Jul,Tue,Afternoon,Classic,The Big Meat Pizza,S
16.75,1.00,1,2015-07-07,Jul,Tue,Afternoon,Chicken,The Southwest Chicken Pizza,M
11.00,1.00,1,2015-07-07,Jul,Tue,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
16.50,1.00,1,2015-07-07,Jul,Tue,Evening,Classic,The Hawaiian Pizza,L
16.00,1.00,1,2015-07-07,Jul,Tue,Evening,Classic,The Classic Deluxe Pizza,M
12.00,1.00,1,2015-07-07,Jul,Tue,Evening,Classic,The Big Meat Pizza,S
12.00,1.00,1,2015-07-07,Jul,Tue,Evening,Veggie,The Green Garden Pizza,S
9.75,1.00,1,2015-08-07,Aug,Fri,Morning,Classic,The Pepperoni Pizza,S
12.00,1.00,1,2015-08-07,Aug,Fri,Morning,Classic,The Italian Capocollo Pizza,S
20.75,1.00,1,2015-08-07,Aug,Fri,Afternoon,Supreme,The Pepper Salami Pizza,L
16.25,1.00,1,2015-08-07,Aug,Fri,Afternoon,Supreme,The Calabrese Pizza,M
12.75,1.00,1,2015-08-07,Aug,Fri,Afternoon,Chicken,The Chicken Pesto Pizza,S
12.00,1.00,1,2015-08-07,Aug,Fri,Afternoon,Veggie,The Green Garden Pizza,S
33.50,2.00,1,2015-08-07,Aug,Fri,Afternoon,Chicken,The California Chicken Pizza,M
14.75,1.00,1,2015-08-07,Aug,Fri,Afternoon,Veggie,The Four Cheese Pizza,M
17.95,1.00,1,2015-08-07,Aug,Fri,Afternoon,Veggie,The Four Cheese Pizza,L
16.50,1.00,1,2015-08-07,Aug,Fri,Afternoon,Supreme,The Soppressata Pizza,M
20.50,1.00,1,2015-08-07,Aug,Fri,Evening,Classic,The Italian Capocollo Pizza,L
16.00,1.00,1,2015-08-07,Aug,Fri,Evening,Classic,The Italian Capocollo Pizza,M
20.75,1.00,1,2015-08-07,Aug,Fri,Evening,Chicken,The Barbecue Chicken Pizza,L
20.75,1.00,1,2015-08-07,Aug,Fri,Evening,Supreme,The Spicy Italian Pizza,L
16.50,1.00,1,2015-08-07,Aug,Fri,Evening,Classic,The Hawaiian Pizza,L
9.75,1.00,1,2015-08-07,Aug,Fri,Evening,Classic,The Pepperoni Pizza,S
18.50,1.00,1,2015-08-07,Aug,Fri,Late Night,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-08-07,Aug,Fri,Late Night,Veggie,The Vegetables + Vegetables Pizza,M
12.00,1.00,1,2015-09-07,Sep,Mon,Afternoon,Classic,The Big Meat Pizza,S
20.25,1.00,1,2015-09-07,Sep,Mon,Afternoon,Veggie,The Mexicana Pizza,L
20.50,1.00,1,2015-09-07,Sep,Mon,Afternoon,Classic,The Italian Capocollo Pizza,L
12.25,1.00,1,2015-09-07,Sep,Mon,Afternoon,Supreme,The Sicilian Pizza,S
16.75,1.00,1,2015-09-07,Sep,Mon,Afternoon,Chicken,The Barbecue Chicken Pizza,M
16.00,1.00,1,2015-09-07,Sep,Mon,Afternoon,Veggie,The Mexicana Pizza,M
20.25,1.00,1,2015-09-07,Sep,Mon,Afternoon,Veggie,The Vegetables + Vegetables Pizza,L
20.25,1.00,1,2015-09-07,Sep,Mon,Evening,Veggie,The Spinach and Feta Pizza,L
16.75,1.00,1,2015-09-07,Sep,Mon,Evening,Chicken,The Southwest Chicken Pizza,M
12.00,1.00,1,2015-09-07,Sep,Mon,Evening,Classic,The Classic Deluxe Pizza,S
15.25,1.00,1,2015-09-07,Sep,Mon,Evening,Classic,The Pepperoni Pizza,L
16.00,1.00,1,2015-09-07,Sep,Mon,Evening,Classic,The Greek Pizza,M
16.50,1.00,1,2015-09-07,Sep,Mon,Evening,Supreme,The Soppressata Pizza,M
12.50,1.00,1,2015-09-07,Sep,Mon,Evening,Supreme,The Spicy Italian Pizza,S
13.25,1.00,1,2015-09-07,Sep,Mon,Evening,Classic,The Hawaiian Pizza,M
16.50,1.00,1,2015-09-07,Sep,Mon,Evening,Supreme,The Soppressata Pizza,M
12.00,1.00,1,2015-09-07,Sep,Mon,Evening,Classic,The Greek Pizza,S
16.25,1.00,1,2015-09-07,Sep,Mon,Evening,Supreme,The Sicilian Pizza,M
12.00,1.00,1,2015-09-07,Sep,Mon,Evening,Veggie,The Spinach and Feta Pizza,S
16.75,1.00,1,2015-09-07,Sep,Mon,Evening,Veggie,The Italian Vegetables Pizza,M
16.50,1.00,1,2015-09-07,Sep,Mon,Evening,Supreme,The Spicy Italian Pizza,M
16.00,1.00,1,2015-10-07,Oct,Wed,Afternoon,Classic,The Italian Capocollo Pizza,M
